trade_id,year,region1,region2,industry1,industry2,amount,total_materials_value,materials_count,unique_materials_factors,natural_resource/in_ground,materials_Metals,materials_Minerals,materials_Fossil,materials_Other_Materials,materials_intensity
11177,2019,IN,IN,SALEM,TRAN2,82.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6863,2019,IN,IN,MACHI,FABRI,82.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2585,2019,IN,IN,CONST,PRINT,82.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5070,2019,IN,IN,FORES,COKEO,82.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11679,2019,IN,IN,SUPPO,GLASS,82.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,2019,IN,IN,CHEM1,MEDIC,82.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11012,2019,IN,IN,RUBBE,PROCE,81.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11886,2019,IN,IN,TEXTI,WOODW,81.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9711,2019,IN,IN,PUBLI,HEALT,81.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4579,2019,IN,IN,FINAN,MEAT4,81.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11758,2019,IN,IN,SUPPO,VEGET,81.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3294,2019,IN,IN,ELEC1,CHEM1,81.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5456,2019,IN,IN,GASDI,LEATH,81.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7666,2019,IN,IN,MOTOR,PETRO,80.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9467,2019,IN,IN,PRINT,TOBAC,80.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11874,2019,IN,IN,TEXTI,SUPPO,80.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8743,2019,IN,IN,PFERT,KERO1,80.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10600,2019,IN,IN,RENTI,VEGE1,80.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,2019,IN,IN,CHEM1,PROCE,80.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7900,2019,IN,IN,NATUR,WHOLE,80.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10190,2019,IN,IN,REALE,CERAM,80.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11824,2019,IN,IN,TEXTI,LEATH,80.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5258,2019,IN,IN,FOUND,WASTE,79.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7833,2019,IN,IN,NATUR,FOUND,79.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7501,2019,IN,IN,MOTO1,FINAN,79.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11127,2019,IN,IN,SALEM,MOTOR,79.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4536,2019,IN,IN,FINAN,CROPS,79.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,2019,IN,IN,CHEM1,RECRE,79.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2183,2019,IN,IN,COKEO,LEAD1,79.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5283,2019,IN,IN,FURNI,CHEM1,79.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8302,2019,IN,IN,OFFIC,MACHI,79.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10753,2019,IN,IN,RETA1,REALE,79.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8508,2019,IN,IN,PAPER,CERAM,78.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4858,2019,IN,IN,FOOD3,FISHF,78.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13001,2019,IN,IN,WOODW,CEMEN,78.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5679,2019,IN,IN,GLASS,NONME,78.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10530,2019,IN,IN,RENTI,ELECT,78.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11017,2019,IN,IN,RUBBE,REALE,78.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4475,2019,IN,IN,FABRI,PRINT,78.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3154,2019,IN,IN,DISTR,PRINT,78.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2019,IN,IN,93197,PRINT,78.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9401,2019,IN,IN,PRINT,FURNI,78.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5704,2019,IN,IN,GLASS,TEXTI,78.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,2019,IN,IN,BASIC,WASTE,78.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10222,2019,IN,IN,REALE,FURNI,77.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,2019,IN,IN,BITUM,EDUCA,77.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12121,2019,IN,IN,TRAN2,GASDI,77.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2438,2019,IN,IN,COMPU,INSUR,77.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12000,2019,IN,IN,TRAN1,LIQUE,77.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11680,2019,IN,IN,SUPPO,HEALT,77.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4290,2019,IN,IN,ELECT,DISTR,77.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5274,2019,IN,IN,FURNI,BITUM,77.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10987,2019,IN,IN,RUBBE,MEDIC,76.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10595,2019,IN,IN,RENTI,SUPPO,76.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4279,2019,IN,IN,ELECT,CHEM1,76.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12629,2019,IN,IN,WASTE,WHOLE,76.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12520,2019,IN,IN,WASTE,COMPU,76.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9383,2019,IN,IN,PRINT,DISTR,76.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6862,2019,IN,IN,MACHI,ELECT,76.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7939,2019,IN,IN,NFERT,OILSE,76.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3182,2019,IN,IN,DISTR,TRANS,76.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4808,2019,IN,IN,FISHF,WHOLE,76.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4583,2019,IN,IN,FINAN,MEDIC,76.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5095,2019,IN,IN,FORES,HOTEL,76.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3607,2019,IN,IN,ELEC3,MACHI,76.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5368,2019,IN,IN,FURNI,REALE,76.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5439,2019,IN,IN,GASDI,FOOD5,75.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7421,2019,IN,IN,MEMBE,PADDY,75.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11977,2019,IN,IN,TRAN1,FABRI,75.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11691,2019,IN,IN,SUPPO,LEATH,75.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,2019,IN,IN,BITUM,TEXTI,75.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6720,2019,IN,IN,LIQUE,POSTT,75.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12726,2019,IN,IN,WEARI,POSTT,75.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2019,IN,IN,93197,CHEM1,75.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5934,2019,IN,IN,HOTEL,OFFIC,75.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4443,2019,IN,IN,FABRI,LIQUE,75.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5738,2019,IN,IN,HEALT,COLLE,75.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7899,2019,IN,IN,NATUR,WHEAT,74.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9547,2019,IN,IN,PRIVA,LEATH,74.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9187,2019,IN,IN,POSTT,TRANS,74.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3158,2019,IN,IN,DISTR,RADIO,74.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3718,2019,IN,IN,ELEC4,GASDI,74.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2342,2019,IN,IN,COLLE,MOTOR,74.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2541,2019,IN,IN,CONST,INSUR,74.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10539,2019,IN,IN,RENTI,GLASS,74.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9884,2019,IN,IN,RADIO,HOTEL,74.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10860,2019,IN,IN,RETAI,MOTO1,74.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12120,2019,IN,IN,TRAN2,FURNI,74.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7990,2019,IN,IN,NONF1,ELEC3,74.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9954,2019,IN,IN,RAILW,BEVER,74.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010,2019,IN,IN,RAILW,LEATH,74.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2896,2019,IN,IN,DAIRY,HEALT,74.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8792,2019,IN,IN,PFERT,WOODW,74.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11987,2019,IN,IN,TRAN1,HEALT,74.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2934,2019,IN,IN,DAIRY,RECRE,73.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5424,2019,IN,IN,GASDI,CROPS,73.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7893,2019,IN,IN,NATUR,TRAN2,73.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4471,2019,IN,IN,FABRI,PLAST,73.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5650,2019,IN,IN,GLASS,FOOD5,73.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3186,2019,IN,IN,DISTR,WEARI,73.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11451,2019,IN,IN,SUGA1,CHEM1,73.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10534,2019,IN,IN,RENTI,FOOD5,72.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2019,IN,IN,93197,GASDI,72.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6727,2019,IN,IN,LIQUE,RECRE,72.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3253,2019,IN,IN,EDUCA,RECRE,72.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4504,2019,IN,IN,FABRI,WOODW,72.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12557,2019,IN,IN,WASTE,LANDT,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5523,2019,IN,IN,GASDI,WOODW,72.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4561,2019,IN,IN,FINAN,GLASS,72.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4489,2019,IN,IN,FABRI,SALEM,72.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3114,2019,IN,IN,DISTR,KEROS,71.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,2019,IN,IN,AUXIL,RECRE,71.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,2019,IN,IN,CHEM1,GASDI,71.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4452,2019,IN,IN,FABRI,MEMBE,71.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9355,2019,IN,IN,PRINT,AUXIL,71.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12852,2019,IN,IN,WHOLE,BIOGA,71.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9999,2019,IN,IN,RAILW,HEALT,71.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5766,2019,IN,IN,HEALT,GLASS,71.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9139,2019,IN,IN,POSTT,MOTOR,71.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5937,2019,IN,IN,HOTEL,PAPER,71.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4371,2019,IN,IN,ELECT,SUPPO,71.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4711,2019,IN,IN,FISH5,RETA1,70.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5646,2019,IN,IN,GLASS,ELECT,70.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12344,2019,IN,IN,VEGE1,FOOD5,70.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3103,2019,IN,IN,DISTR,FURNI,70.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9105,2019,IN,IN,POSTT,FISH5,70.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,2019,IN,IN,AUXIL,FABRI,70.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12902,2019,IN,IN,WHOLE,HEAVY,70.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,2019,IN,IN,BRICK,CEMEN,70.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5655,2019,IN,IN,GLASS,HEALT,70.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10949,2019,IN,IN,RUBBE,CRUDE,70.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12874,2019,IN,IN,WHOLE,CROPS,70.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6283,2019,IN,IN,LANDT,DAIRY,70.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6082,2019,IN,IN,INSUR,MACHI,70.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8578,2019,IN,IN,PAPER,PADDY,70.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9351,2019,IN,IN,PRINT,93197,70.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6088,2019,IN,IN,INSUR,MEMBE,70.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12196,2019,IN,IN,TRAN2,TEXTI,70.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6136,2019,IN,IN,INSUR,WEARI,69.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11041,2019,IN,IN,RUBBE,WHEAT,69.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12100,2019,IN,IN,TRAN2,CONST,69.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2693,2019,IN,IN,COPP1,PREC1,69.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10053,2019,IN,IN,RAILW,RAWMI,69.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12967,2019,IN,IN,WHOLE,SEACO,68.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10943,2019,IN,IN,RUBBE,COLLE,68.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9719,2019,IN,IN,PUBLI,MOTO1,68.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,2019,IN,IN,BIODI,ALUM1,68.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4839,2019,IN,IN,FOOD3,COMPU,68.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3236,2019,IN,IN,EDUCA,MOTO1,68.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8760,2019,IN,IN,PFERT,NONSP,68.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4676,2019,IN,IN,FISH5,HEALT,68.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8284,2019,IN,IN,OFFIC,FINAN,68.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,2019,IN,IN,BASIC,LEAD1,68.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10827,2019,IN,IN,RETAI,FINAN,68.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10768,2019,IN,IN,RETA1,SUGAR,68.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9151,2019,IN,IN,POSTT,PAPER,68.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2019,IN,IN,93197,REALE,68.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5280,2019,IN,IN,FURNI,CERAM,68.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4948,2019,IN,IN,FOOD3,WHOLE,67.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10113,2019,IN,IN,RAWMI,FISHF,67.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12918,2019,IN,IN,WHOLE,MEAT1,67.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,2019,IN,IN,AUXIL,RUBBE,67.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6024,2019,IN,IN,INSUR,BITUM,67.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11674,2019,IN,IN,SUPPO,FORES,67.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5449,2019,IN,IN,GASDI,INSUR,67.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10681,2019,IN,IN,RETA1,ELEC5,67.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1411,2019,IN,IN,BUSIN,ELEC5,67.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5936,2019,IN,IN,HOTEL,PADDY,67.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3133,2019,IN,IN,DISTR,NAPHT,67.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,2019,IN,IN,BITUM,COKIN,67.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10021,2019,IN,IN,RAILW,MEDIC,67.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11561,2019,IN,IN,SUGAR,HEALT,67.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3755,2019,IN,IN,ELEC4,PADDY,66.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8490,2019,IN,IN,PAPER,93197,66.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12010,2019,IN,IN,TRAN1,MEMBE,66.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3274,2019,IN,IN,ELEC1,ALUM1,66.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3262,2019,IN,IN,EDUCA,SUPPO,66.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2487,2019,IN,IN,CONST,BASIC,66.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2704,2019,IN,IN,COPP1,RUBBE,66.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6869,2019,IN,IN,MACHI,FOUND,65.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2870,2019,IN,IN,DAIRY,BUSIN,65.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12112,2019,IN,IN,TRAN2,FABRI,65.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1434,2019,IN,IN,BUSIN,KEROS,65.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11181,2019,IN,IN,SALEM,WASTE,65.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5755,2019,IN,IN,HEALT,FABRI,65.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,2019,IN,IN,BITUM,BUSIN,65.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9998,2019,IN,IN,RAILW,GLASS,65.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7350,2019,IN,IN,MEMBE,CERAM,65.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9916,2019,IN,IN,RADIO,PRINT,65.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3185,2019,IN,IN,DISTR,WASTE,65.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12544,2019,IN,IN,WASTE,FOUND,65.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12894,2019,IN,IN,WHOLE,FOOD5,65.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4875,2019,IN,IN,FOOD3,LANDT,65.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5188,2019,IN,IN,FOUND,ELEC4,65.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12758,2019,IN,IN,WHEAT,ANIMA,65.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6415,2019,IN,IN,LEAD1,ELECT,65.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3299,2019,IN,IN,ELEC1,COLLE,65.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11962,2019,IN,IN,TRAN1,COLLE,65.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3080,2019,IN,IN,DISTR,COLLE,65.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3437,2019,IN,IN,ELEC2,COLLE,65.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5542,2019,IN,IN,GASWO,COLLE,65.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3567,2019,IN,IN,ELEC3,COLLE,65.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,2019,IN,IN,BIOG1,COLLE,65.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,2019,IN,IN,BLAST,COLLE,65.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3945,2019,IN,IN,ELEC6,COLLE,65.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3696,2019,IN,IN,ELEC4,COLLE,65.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4050,2019,IN,IN,ELEC7,COLLE,65.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3824,2019,IN,IN,ELEC5,COLLE,65.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,2019,IN,IN,COKE1,COLLE,65.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4159,2019,IN,IN,ELEC8,COLLE,65.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12931,2019,IN,IN,WHOLE,NONF1,65.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2864,2019,IN,IN,DAIRY,BEVER,65.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8220,2019,IN,IN,NONSP,HEAVY,64.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4544,2019,IN,IN,FINAN,ELEC3,64.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10079,2019,IN,IN,RAILW,WHEAT,64.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2019,IN,IN,93197,DISTR,64.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9594,2019,IN,IN,PRIVA,RUBBE,64.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5278,2019,IN,IN,FURNI,BUSIN,64.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9419,2019,IN,IN,PRINT,MACHI,64.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5249,2019,IN,IN,FOUND,SALEM,64.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5366,2019,IN,IN,FURNI,RADIO,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12643,2019,IN,IN,WEARI,BITUM,64.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
