trade_id,year,region1,region2,industry1,industry2,amount,total_impact_value,factor_count,unique_factors,air_emissions,employment,water,CO2_total,CH4_total,N2O_total,NOX_total,Water_total,Employment_total,impact_intensity
9975,2019,IN,IN,RAILW,COPP1,821.02,28247205.143,150.0,150.0,19622.601,28208726.645,18855.897,7009.014,9612.525,1863.884,1115.006,16003.274,28208726.645,34405.014668
12314,2019,IN,IN,VEGE1,ANIMA,641.1,28157824.693,150.0,150.0,13710.046,28127587.691,16526.957,3818.776,8361.963,730.661,764.574,14675.176,28127587.691,43921.111672
9856,2019,IN,IN,RADIO,COMPU,1294.58,28095369.429,150.0,150.0,29456.15,28033447.484,32465.795,9280.124,15305.275,3246.78,1521.621,27851.711,28033447.484,21702.304554
6333,2019,IN,IN,LANDT,MOTOR,724.78,27975486.576,150.0,150.0,16179.802,27942766.411,16540.362,5906.619,7729.362,1489.294,1020.322,14283.885,27942766.411,38598.590712
8891,2019,IN,IN,PLANT,CHEM1,735.81,27947416.019,150.0,150.0,18088.044,27913832.776,15495.199,5457.036,9907.884,1752.244,910.892,13133.968,27913832.776,37981.837728
101,2019,IN,IN,93197,PUBLI,713.16,27885779.409,150.0,150.0,17454.293,27851827.578,16497.538,7818.798,6704.99,2001.888,874.493,13770.414,27851827.578,39101.715476
1423,2019,IN,IN,BUSIN,FURNI,615.41,27798474.94,150.0,150.0,12143.547,27772742.433,13588.959,4331.091,6014.635,1024.341,728.174,11805.996,27772742.433,45170.658488
1466,2019,IN,IN,BUSIN,PFERT,776.4,27736345.891,150.0,150.0,16211.202,27701848.407,18286.282,5905.678,8381.595,897.202,951.924,15695.257,27701848.407,35724.29919
10024,2019,IN,IN,RAILW,MOTOR,826.48,27708338.639,150.0,150.0,17707.969,27670908.712,19721.958,5894.639,8027.12,2525.621,1186.245,17366.999,27670908.712,33525.721904
2733,2019,IN,IN,CROPS,BEVER,696.51,27526466.879,150.0,150.0,15793.465,27496044.472,14628.941,5328.259,8707.967,774.92,939.495,12599.559,27496044.472,39520.562345
10049,2019,IN,IN,RAILW,PUBLI,604.6,27477475.015,150.0,150.0,16183.467,27448484.963,12806.586,4894.978,8875.278,1448.325,912.58,10909.459,27448484.963,45447.361917
5507,2019,IN,IN,GASDI,SEACO,968.08,27420281.68,150.0,150.0,26474.595,27371652.055,22155.03,11594.612,11976.51,1446.436,1376.546,18593.39,27371652.055,28324.396414
5180,2019,IN,IN,FOUND,COPP1,872.72,27390110.053,150.0,150.0,18460.219,27351456.478,20193.356,4307.096,10068.44,2844.959,1213.343,18085.561,27351456.478,31384.762642
5228,2019,IN,IN,FOUND,OFFIC,613.98,27319032.646,150.0,150.0,14887.923,27290174.28,13970.443,5349.552,7115.153,1655.378,732.896,12066.871,27290174.28,44494.98786
10752,2019,IN,IN,RETA1,RAWMI,1012.53,27224193.082,150.0,150.0,23285.63,27176283.648,24623.804,7558.053,12780.447,1529.895,1360.181,21162.325,27176283.648,26887.295272
7669,2019,IN,IN,MOTOR,POSTT,702.45,27122546.944,150.0,150.0,15196.449,27092144.11,15206.385,5829.824,6985.116,1397.74,950.4,13351.853,27092144.11,38611.355889
11677,2019,IN,IN,SUPPO,GASDI,681.42,27098176.734,150.0,150.0,15615.35,27064473.062,18088.322,5101.484,8510.378,991.179,984.897,15827.781,27064473.062,39767.216598
6384,2019,IN,IN,LANDT,TRANS,695.28,27039822.069,150.0,150.0,15888.893,27008432.104,15501.073,5749.675,7411.373,1676.496,1012.794,13329.382,27008432.104,38890.550669
6367,2019,IN,IN,LANDT,RENTI,710.77,27016199.082,150.0,150.0,14959.404,26985041.937,16197.741,5690.412,6035.197,2327.461,893.931,14396.314,26985041.937,38009.762767
12382,2019,IN,IN,VEGE1,PROCE,839.01,26808756.15,150.0,150.0,19279.807,26769384.108,20092.235,8215.306,9489.658,531.872,979.544,17504.951,26769384.108,31952.844603
4566,2019,IN,IN,FINAN,INSUR,719.96,26728660.64,150.0,150.0,16716.479,26692459.784,19484.376,6047.356,8293.715,1373.43,965.911,16349.228,26692459.784,37125.202289
1460,2019,IN,IN,BUSIN,OFFIC,861.17,26724120.466,150.0,150.0,16093.916,26688384.818,19641.732,4618.424,8185.562,2312.372,966.191,16761.017,26688384.818,31032.340265
8767,2019,IN,IN,PFERT,PLANT,1104.0,26667090.867,150.0,150.0,27036.848,26617774.544,22279.475,10421.568,11030.274,3799.868,1709.715,19707.926,26617774.544,24154.973611
12975,2019,IN,IN,WHOLE,TRAN1,659.59,26644794.908,150.0,150.0,14233.775,26616421.793,14139.34,3404.759,7929.944,1996.626,880.751,12043.995,26616421.793,40395.995858
6352,2019,IN,IN,LANDT,POSTT,732.28,26611937.453,150.0,150.0,17918.959,26577203.19,16815.304,6159.934,8353.094,2476.041,877.023,14334.129,26577203.19,36341.204803
4577,2019,IN,IN,FINAN,MACHI,915.86,26518392.368,150.0,150.0,19928.107,26478383.346,20080.915,7074.917,10358.193,1286.787,1191.956,17276.101,26478383.346,28954.63539
1673,2019,IN,IN,CERAM,CERAM,1178.83,26481027.477,150.0,150.0,30713.711,26422753.577,27560.189,8106.066,18212.709,2631.657,1686.818,23850.857,26422753.577,22463.82216
462,2019,IN,IN,ANIMA,LEATH,728.78,26453960.79,150.0,150.0,17480.406,26420709.968,15770.416,4988.026,9522.211,1937.224,1002.696,13482.012,26420709.968,36298.966478
4641,2019,IN,IN,FINAN,WEARI,716.03,26398713.508,150.0,150.0,18534.865,26364003.876,16174.767,6985.794,8941.592,1585.671,1006.023,13788.538,26364003.876,36868.166848
9269,2019,IN,IN,PREC1,FABRI,1095.95,26389788.672,150.0,150.0,25498.187,26338469.809,25820.676,9971.63,11693.808,1962.429,1764.157,21519.32,26338469.809,24079.372847
5672,2019,IN,IN,GLASS,MOTO1,756.93,26351510.904,150.0,150.0,15481.456,26317673.778,18355.671,6640.581,6315.732,1597.037,866.764,15645.327,26317673.778,34813.669565
148,2019,IN,IN,AIRTR,AIRTR,591.32,26346955.967,150.0,150.0,37072.45,26296713.767,13169.75,10228.375,22715.655,3549.276,554.777,11897.594,26296713.767,44556.172575
5479,2019,IN,IN,GASDI,OILSE,918.5,26298906.696,150.0,150.0,21086.61,26258555.149,19264.937,6299.311,10422.202,3319.217,997.116,16382.015,26258555.149,28632.451493
4527,2019,IN,IN,FINAN,CHEM1,589.71,26253485.58,150.0,150.0,14923.244,26225030.974,13531.362,5302.492,7529.182,1269.258,790.071,11350.882,26225030.974,44519.315562
2062,2019,IN,IN,COKE1,BASIC,815.82,26143290.031,150.0,150.0,14178.935,26110313.709,18797.387,3495.604,8555.123,1124.4,995.896,15789.527,26110313.709,32045.414468
12890,2019,IN,IN,WHOLE,FINAN,1242.94,25966762.897,150.0,150.0,23776.58,25914216.5,28769.817,8365.244,10170.133,3461.01,1720.202,24482.12,25914216.5,20891.404973
9990,2019,IN,IN,RAILW,FISH5,894.09,25907247.484,150.0,150.0,18180.916,25870491.258,18575.31,4286.577,10813.961,1875.13,1200.648,16701.418,25870491.258,28976.106974
2497,2019,IN,IN,CONST,BUSIN,940.46,25858696.774,150.0,150.0,21342.483,25814492.782,22861.51,7103.158,9673.333,3369.229,1189.464,19435.629,25814492.782,27495.796497
5219,2019,IN,IN,FOUND,MOTO1,655.89,25831695.229,150.0,150.0,15249.742,25801304.628,15140.859,4968.343,7743.822,1719.231,780.959,12515.72,25801304.628,39384.188247
1974,2019,IN,IN,CHEM1,WEARI,849.47,25789721.772,150.0,150.0,17180.101,25752967.386,19574.285,4405.814,9072.344,2576.046,1058.873,17024.257,25752967.386,30359.779359
11670,2019,IN,IN,SUPPO,FISH5,1096.01,25703404.862,150.0,150.0,28525.209,25648137.28,26742.374,8352.108,15872.905,3010.649,1265.503,22499.538,25648137.28,23451.797759
6354,2019,IN,IN,LANDT,PREC1,887.03,25567702.257,150.0,150.0,18998.14,25528083.565,20620.552,6181.617,10787.517,863.18,1155.255,16899.526,25528083.565,28823.94311
11730,2019,IN,IN,SUPPO,PUBLI,694.5,25515521.414,150.0,150.0,17165.697,25482488.187,15867.53,6853.718,7850.118,1427.366,978.588,13427.691,25482488.187,36739.411683
9295,2019,IN,IN,PREC1,MOTO1,791.21,25468716.23,150.0,150.0,17077.092,25434342.16,17296.978,5639.286,9330.819,1130.397,917.75,14914.229,25434342.16,32189.578279
288,2019,IN,IN,ALUM1,BASIC,675.33,25456036.607,150.0,150.0,15648.145,25424566.621,15821.842,4483.182,7800.974,2395.398,949.879,13591.359,25424566.621,37694.218541
10447,2019,IN,IN,REFI1,MOTOR,810.39,25288215.079,150.0,150.0,18032.718,25251278.288,18904.072,5899.695,9409.112,1524.549,1171.373,15863.733,25251278.288,31204.993989
4637,2019,IN,IN,FINAN,TRANS,564.6,25254611.743,150.0,150.0,13600.797,25228184.727,12826.219,4310.123,8016.207,565.606,690.941,10772.951,25228184.727,44730.095188
8589,2019,IN,IN,PAPER,PUBLI,808.61,25249361.368,150.0,150.0,19145.446,25212095.765,18120.157,5686.775,10042.689,2456.158,898.961,15818.972,25212095.765,31225.635805
11184,2019,IN,IN,SALEM,WHOLE,953.06,25210019.999,150.0,150.0,21911.771,25164399.629,23708.598,6594.539,11809.386,2339.535,1115.703,20028.749,25164399.629,26451.660965
9095,2019,IN,IN,POSTT,EDUCA,741.08,25174038.689,150.0,150.0,14306.462,25142425.399,17306.828,4260.445,7514.99,1424.972,1039.856,14419.432,25142425.399,33969.394248
2297,2019,IN,IN,COLLE,EDUCA,642.19,24963551.621,150.0,150.0,15007.062,24932479.843,16064.717,6262.672,7316.171,584.541,836.538,14211.443,24932479.843,38872.532461
8761,2019,IN,IN,PFERT,OILSE,1213.43,24867661.312,150.0,150.0,29635.243,24810759.478,27266.592,10851.515,15226.394,1889.961,1623.864,23880.649,24810759.478,20493.692518
5134,2019,IN,IN,FORES,RAWMI,1207.43,24823457.319,150.0,150.0,29638.002,24765866.249,27953.068,11336.492,14121.404,2510.551,1596.487,24597.753,24765866.249,20558.92045
8518,2019,IN,IN,PAPER,CONST,565.22,24804718.044,150.0,150.0,13040.172,24779025.546,12652.326,4771.648,6481.727,1111.236,642.114,11613.295,24779025.546,43885.067839
10536,2019,IN,IN,RENTI,FURNI,769.7,24776376.802,150.0,150.0,17969.717,24740025.876,18381.209,4462.598,11724.597,585.855,1137.492,15316.763,24740025.876,32189.654154
12950,2019,IN,IN,WHOLE,PROCE,693.32,24754523.383,150.0,150.0,16991.984,24721813.696,15717.703,5492.294,8981.688,1494.895,960.124,13040.475,24721813.696,35704.326116
4511,2019,IN,IN,FINAN,AUXIL,731.48,24635070.521,150.0,150.0,15897.919,24601279.383,17893.219,5413.243,7755.396,1825.133,887.746,15253.924,24601279.383,33678.392466
8542,2019,IN,IN,PAPER,FURNI,771.08,24603932.024,150.0,150.0,16351.609,24569507.831,18072.584,4332.905,9969.758,1039.851,964.711,14909.715,24569507.831,31908.403828
12860,2019,IN,IN,WHOLE,CEMEN,921.59,24547978.373,150.0,150.0,20163.363,24506132.617,21682.393,6772.927,11272.176,822.941,1217.181,18062.127,24506132.617,26636.55028
6265,2019,IN,IN,LANDT,BUSIN,1136.99,24519622.152,150.0,150.0,24342.829,24468049.281,27230.042,7025.915,13659.236,2197.861,1358.857,23564.813,24468049.281,21565.380656
11092,2019,IN,IN,SALEM,FINAN,644.98,24392422.335,150.0,150.0,15313.0,24361729.421,15379.913,5445.965,7020.744,2030.773,771.316,13389.363,24361729.421,37818.881725
3246,2019,IN,IN,EDUCA,POSTT,655.53,24388325.291,150.0,150.0,12826.532,24360772.07,14726.689,2798.477,7843.179,1406.963,773.89,12747.549,24360772.07,37203.98043
8511,2019,IN,IN,PAPER,CHEM1,637.97,24341358.815,150.0,150.0,14706.142,24312122.963,14529.71,5978.166,6191.736,1719.794,796.735,12821.826,24312122.963,38154.394117
12926,2019,IN,IN,WHOLE,MOTOR,972.87,24181212.934,150.0,150.0,19956.188,24138931.616,22325.129,7190.792,8564.462,2711.975,1394.557,18688.458,24138931.616,24855.543838
6723,2019,IN,IN,LIQUE,PUBLI,642.09,24179430.036,150.0,150.0,14420.262,24151393.008,13616.766,5980.014,6137.004,1376.313,909.561,11825.016,24151393.008,37657.384535
10748,2019,IN,IN,RETA1,PUBLI,808.34,24155217.026,150.0,150.0,21766.217,24116325.031,17125.778,8092.184,10325.812,2197.418,1109.037,14685.422,24116325.031,29882.496259
4325,2019,IN,IN,ELECT,MACHI,727.87,23933303.188,150.0,150.0,48604.005,23835771.028,48928.155,14984.97,30123.981,2763.669,718.726,41107.467,23835771.028,32881.288126
1427,2019,IN,IN,BUSIN,HEALT,908.28,23899057.789,150.0,150.0,18918.567,23859670.165,20469.056,6628.464,9495.076,1546.668,1241.051,17253.536,23859670.165,26312.434259
1917,2019,IN,IN,CHEM1,MACHI,669.55,23800408.458,150.0,150.0,14517.66,23770717.121,15173.677,4793.375,8045.252,756.088,891.201,13021.637,23770717.121,35546.872464
5504,2019,IN,IN,GASDI,RUBBE,585.17,23732457.205,150.0,150.0,11610.931,23706470.07,14376.204,3762.532,6135.103,1012.338,694.683,12183.726,23706470.07,40556.51726
1859,2019,IN,IN,CHEM1,ALUM1,924.75,23710736.9,150.0,150.0,20668.56,23668712.969,21355.371,6745.712,10499.931,2264.365,1100.992,18053.514,23668712.969,25640.158854
10215,2019,IN,IN,REALE,FINAN,797.78,23620025.908,150.0,150.0,16789.788,23585097.993,18138.127,6283.516,8423.683,1132.966,941.686,15870.987,23585097.993,29607.192344
1977,2019,IN,IN,CHEM1,WOODW,569.6,23575408.686,150.0,150.0,13393.779,23548209.737,13805.169,4647.168,6158.812,2056.342,518.984,11959.866,23548209.737,41389.411317
2412,2019,IN,IN,COMPU,BUSIN,553.78,23362451.716,150.0,150.0,12115.604,23337341.088,12995.024,4306.655,6266.135,910.51,614.092,11050.984,23337341.088,42187.243519
5401,2019,IN,IN,GASDI,BASIC,711.26,23353978.21,150.0,150.0,16635.322,23321713.548,15629.34,5525.233,9346.845,1023.101,726.373,13329.744,23321713.548,32834.657101
11033,2019,IN,IN,RUBBE,TEXTI,836.13,23321049.214,150.0,150.0,16745.427,23285463.688,18840.099,4850.362,10045.584,835.715,980.765,15239.227,23285463.688,27891.654664
6252,2019,IN,IN,LANDT,ANIMA,880.89,23195936.027,150.0,150.0,23464.983,23150784.244,21686.8,8383.982,12318.862,1420.785,1256.087,18762.386,23150784.244,26332.386594
3178,2019,IN,IN,DISTR,TEXTI,613.8,23054342.096,150.0,150.0,13391.03,23027091.722,13859.344,3705.762,7514.019,1394.578,737.284,11406.544,23027091.722,37560.022965
11883,2019,IN,IN,TEXTI,WEARI,497.2,23027546.526,150.0,150.0,10732.063,23004902.507,11911.956,3690.576,5673.957,820.327,502.754,10361.508,23004902.507,46314.453994
1933,2019,IN,IN,CHEM1,NONME,542.49,23010450.336,150.0,150.0,12233.351,22986146.236,12070.749,3602.403,6861.147,1156.985,606.958,10347.32,22986146.236,42416.358525
6039,2019,IN,IN,INSUR,CONST,665.42,22968659.532,150.0,150.0,15432.648,22937989.761,15237.123,4786.177,8745.152,951.474,946.41,13109.56,22937989.761,34517.537092
5240,2019,IN,IN,FOUND,RADIO,582.82,22968178.779,150.0,150.0,12211.952,22943167.421,12799.405,4231.726,5678.028,1597.499,692.461,10760.091,22943167.421,39408.70042
10582,2019,IN,IN,RENTI,RAILW,755.72,22957455.33,150.0,150.0,16604.215,22921539.66,19311.454,5565.184,8202.841,1732.139,1072.057,16306.766,22921539.66,30378.255611
10761,2019,IN,IN,RETA1,RUBBE,695.27,22867697.204,150.0,150.0,14091.272,22837032.983,16572.95,3470.131,8133.859,1499.7,926.406,14558.973,22837032.983,32890.383885
8162,2019,IN,IN,NONME,NONME,590.94,22828920.747,150.0,150.0,12945.022,22802686.255,13289.47,4945.66,5164.187,1887.919,891.158,11669.345,22802686.255,38631.537461
6299,2019,IN,IN,LANDT,FISHF,581.74,22821668.003,150.0,150.0,13316.564,22794425.173,13926.266,4968.786,6460.657,1127.542,758.108,11688.175,22794425.173,39230.013413
1596,2019,IN,IN,CEMEN,CEMEN,559.74,22713109.574,150.0,150.0,14489.928,22686246.15,12373.496,4275.185,7797.568,1586.951,805.187,10779.816,22686246.15,40577.964008
10589,2019,IN,IN,RENTI,RETA1,854.42,22697360.462,150.0,150.0,20675.858,22655951.593,20733.011,7070.441,10257.894,1999.682,1304.588,18184.645,22655951.593,26564.640882
8117,2019,IN,IN,NONME,CERAM,608.68,22692649.156,150.0,150.0,11183.035,22666261.472,15204.649,4426.951,5868.771,150.952,678.758,12636.658,22666261.472,37281.73943
8506,2019,IN,IN,PAPER,BUSIN,684.64,22666217.61,150.0,150.0,17320.145,22634594.527,14302.939,6369.661,7695.878,2413.621,830.314,12505.293,22634594.527,33106.767951
1597,2019,IN,IN,CEMEN,CERAM,661.04,22629708.036,150.0,150.0,16241.542,22597760.453,15706.04,5365.721,8232.251,1657.965,969.51,13338.297,22597760.453,34233.492733
10999,2019,IN,IN,RUBBE,OFFIC,674.84,22603018.182,150.0,150.0,15209.091,22572532.77,15276.321,5099.472,7777.398,1242.128,1048.856,12949.024,22572532.77,33493.892155
3097,2019,IN,IN,DISTR,FINAN,1025.25,22529953.911,150.0,150.0,25039.15,22482954.873,21959.888,9526.409,12873.877,1290.604,1324.472,18317.468,22482954.873,21975.083064
1672,2019,IN,IN,CERAM,CEMEN,685.23,22514796.587,150.0,150.0,16119.859,22484751.535,13925.193,5373.064,8554.183,1195.782,953.237,12056.557,22484751.535,32857.283813
4503,2019,IN,IN,FABRI,WHOLE,563.17,22503570.808,150.0,150.0,10965.636,22481053.205,11551.967,4352.417,5534.037,490.611,547.427,9871.398,22481053.205,39958.752789
12984,2019,IN,IN,WHOLE,WOODW,557.81,22409377.97,150.0,150.0,12313.239,22384393.571,12671.161,4275.654,6089.503,1209.779,706.922,10861.217,22384393.571,40173.854843
12979,2019,IN,IN,WHOLE,VEGET,585.55,22404520.839,150.0,150.0,13914.297,22378008.085,12598.457,4365.962,7819.592,969.247,740.287,11258.038,22378008.085,38262.353068
12473,2019,IN,IN,VEGET,PUBLI,614.56,22244309.196,150.0,150.0,12242.522,22218685.378,13381.296,3234.959,7338.669,904.937,740.218,11184.583,22218685.378,36195.504419
4558,2019,IN,IN,FINAN,FURNI,709.53,22208787.629,150.0,150.0,16676.128,22175159.169,16952.331,5953.43,7682.342,1887.924,1089.242,14530.958,22175159.169,31300.70276
11669,2019,IN,IN,SUPPO,FINAN,672.66,22178519.477,150.0,150.0,18175.692,22144686.62,15657.165,6491.855,9622.129,1153.36,863.814,12905.568,22144686.62,32971.36663
18,2019,IN,IN,93197,BUSIN,510.77,22133014.156,150.0,150.0,10839.568,22108704.774,13469.814,3768.406,5293.884,1115.016,626.005,11688.838,22108704.774,43332.643178
8747,2019,IN,IN,PFERT,LIQUE,522.57,22072995.867,150.0,150.0,11535.568,22048331.654,13128.645,4735.56,5919.245,207.253,629.528,11226.521,22048331.654,42239.309312
9123,2019,IN,IN,POSTT,LANDT,1027.7,21953633.395,150.0,150.0,22931.261,21907758.681,22943.453,6058.23,12051.697,3311.853,1475.343,19361.787,21907758.681,21361.908529
4562,2019,IN,IN,FINAN,HEALT,662.69,21919644.961,150.0,150.0,16453.138,21888541.387,14650.436,5458.587,8655.382,1348.031,938.158,12333.449,21888541.387,33076.770377
3107,2019,IN,IN,DISTR,HEALT,418.28,21891756.49,150.0,150.0,10707.951,21872197.285,8851.253,4057.211,5683.58,419.506,525.893,7568.146,21872197.285,52337.564526
5476,2019,IN,IN,GASDI,NONME,664.51,21881057.613,150.0,150.0,15812.027,21852298.192,12947.394,5751.134,8292.934,857.651,875.049,11026.759,21852298.192,32928.108852
12974,2019,IN,IN,WHOLE,TOBAC,730.35,21828489.285,150.0,150.0,15803.6,21795709.729,16975.957,6003.496,6721.606,2307.286,761.462,14342.977,21795709.729,29887.710392
4551,2019,IN,IN,FINAN,FABRI,584.43,21745501.082,150.0,150.0,13771.703,21718791.217,12938.163,4505.976,7356.1,1392.784,512.428,10880.76,21718791.217,37208.05072
37,2019,IN,IN,93197,EDUCA,704.26,21713029.945,150.0,150.0,14158.521,21683789.688,15081.737,4534.416,6078.586,2503.391,1018.935,12966.803,21683789.688,30830.985637
8694,2019,IN,IN,PETRO,NONME,675.64,21675159.706,150.0,150.0,16062.895,21644072.84,15023.97,5513.057,8381.679,1304.725,849.286,12159.126,21644072.84,32080.930238
4601,2019,IN,IN,FINAN,PFERT,746.51,21624503.167,150.0,150.0,17254.837,21591205.451,16042.879,3867.947,11525.5,841.936,1012.296,14420.963,21591205.451,28967.466165
5412,2019,IN,IN,GASDI,CERAM,777.86,21623621.889,150.0,150.0,20848.835,21585122.977,17650.077,6787.387,11948.132,1158.443,882.207,15069.992,21585122.977,27798.860835
9425,2019,IN,IN,PRINT,MEMBE,612.78,21435744.803,150.0,150.0,15869.546,21405129.635,14745.621,4517.611,8093.228,2299.815,910.1,12853.93,21405129.635,34981.142993
5820,2019,IN,IN,HEALT,RECRE,477.32,21293333.768,150.0,150.0,9803.735,21272378.86,11151.174,4150.039,3814.21,1110.657,681.834,9874.121,21272378.86,44610.185553
7784,2019,IN,IN,NATU1,GASDI,734.46,21221070.971,150.0,150.0,19039.518,21184497.024,17534.428,5504.293,10516.474,1992.333,977.852,15018.918,21184497.024,28893.433231
56,2019,IN,IN,93197,HEALT,746.14,21189318.104,150.0,150.0,16340.344,21156335.675,16642.084,6653.876,7277.186,1501.75,881.022,14267.547,21156335.675,28398.582175
4430,2019,IN,IN,FABRI,FURNI,831.87,21176791.121,150.0,150.0,18062.099,21139971.539,18757.483,5039.17,9184.531,2775.987,1054.817,17055.134,21139971.539,25456.851577
3399,2019,IN,IN,ELEC1,TRAN1,772.25,21129120.719,150.0,150.0,19089.637,21092094.113,17936.969,6092.365,10674.629,1198.291,1109.725,15823.102,21092094.113,27360.467101
2509,2019,IN,IN,CONST,COMPU,542.76,21051587.094,150.0,150.0,14894.811,21024873.558,11818.724,4948.548,7635.696,1592.677,705.956,9992.561,21024873.558,38786.180069
6848,2019,IN,IN,MACHI,CONST,692.48,21043002.562,150.0,150.0,14941.485,21010532.42,17528.657,5725.886,6443.099,1923.991,812.521,15454.616,21010532.42,30387.884938
12861,2019,IN,IN,WHOLE,CERAM,609.02,20949459.476,150.0,150.0,12065.602,20922397.013,14996.861,3720.691,6678.027,911.469,751.545,13154.945,20922397.013,34398.639578
11885,2019,IN,IN,TEXTI,WHOLE,847.83,20907311.352,150.0,150.0,18840.223,20869708.379,18762.749,7056.541,9704.94,919.552,1079.551,15087.481,20869708.379,24659.791883
10709,2019,IN,IN,RETA1,LEATH,470.75,20836725.85,150.0,150.0,8766.554,20817704.501,10254.795,2530.867,4656.013,923.77,613.972,8922.07,20817704.501,44262.827084
1473,2019,IN,IN,BUSIN,PROCE,682.88,20827080.385,150.0,150.0,15089.286,20796455.036,15536.063,5506.964,7053.051,1830.854,651.761,12988.013,20796455.036,30498.88763
6391,2019,IN,IN,LANDT,WOODW,695.11,20751886.129,150.0,150.0,13349.113,20723716.145,14820.871,3469.801,7270.166,1669.218,887.894,12264.907,20723716.145,29854.103853
4617,2019,IN,IN,FINAN,RECRE,746.11,20627821.534,150.0,150.0,16305.707,20595034.904,16480.922,3954.32,10226.68,1171.034,931.537,13294.751,20595034.904,27647.158641
6546,2019,IN,IN,LEATH,FURNI,476.96,20454329.05,150.0,150.0,10008.44,20433570.115,10750.495,2985.707,4969.203,1496.6,552.702,8659.477,20433570.115,42884.789186
2672,2019,IN,IN,COPP1,MACHI,765.71,20429786.473,150.0,150.0,16311.708,20395947.826,17526.938,3817.664,9807.075,1566.177,1045.358,14396.491,20395947.826,26680.840622
1187,2019,IN,IN,BITUM,LEAD1,684.68,20415982.219,150.0,150.0,15318.41,20384386.73,16277.08,3613.932,9520.538,1416.592,736.138,14276.972,20384386.73,29818.283313
4761,2019,IN,IN,FISHF,HOTEL,1169.97,20414161.275,150.0,150.0,23334.875,20363734.316,27092.084,5402.694,13908.977,2447.181,1481.053,23753.993,20363734.316,17448.448486
534,2019,IN,IN,AUXIL,CONST,745.36,20379949.565,150.0,150.0,15000.773,20346190.657,18758.135,6857.875,6519.929,721.277,892.019,16694.54,20346190.657,27342.424553
3150,2019,IN,IN,DISTR,POSTT,689.84,20309589.523,150.0,150.0,13720.925,20278826.198,17042.4,6199.383,5762.732,809.403,929.149,14084.195,20278826.198,29441.014616
1938,2019,IN,IN,CHEM1,PAPER,803.93,20271398.948,150.0,150.0,20529.12,20231236.268,19633.56,8339.387,9582.998,1579.376,1004.34,16700.354,20231236.268,25215.37814
2657,2019,IN,IN,COPP1,FOUND,646.66,20257171.603,150.0,150.0,12284.061,20229460.447,15427.095,4066.445,6356.752,993.462,809.769,13069.073,20229460.447,31325.846044
10780,2019,IN,IN,RETA1,WHOLE,677.97,20222109.797,150.0,150.0,15058.598,20191221.928,15829.271,4260.287,9449.701,490.169,810.343,13155.766,20191221.928,29827.440443
2598,2019,IN,IN,CONST,RETA1,631.83,20190401.363,150.0,150.0,11055.164,20163446.924,15899.275,3381.987,4503.935,2171.265,961.915,13308.339,20163446.924,31955.433207
6888,2019,IN,IN,MACHI,MACHI,576.05,20143949.839,150.0,150.0,14167.313,20116191.051,13591.475,4227.514,7491.134,1762.739,640.876,11834.058,20116191.051,34969.099625
1863,2019,IN,IN,CHEM1,BEVER,418.21,20136240.156,150.0,150.0,9687.567,20116880.127,9672.463,2732.007,5237.931,1107.42,572.019,8169.544,20116880.127,48148.633835
4298,2019,IN,IN,ELECT,ELECT,639.86,20092967.299,150.0,150.0,44909.371,19999384.189,48673.739,17555.436,21989.788,4392.195,967.427,41624.343,19999384.189,31402.130621
6256,2019,IN,IN,LANDT,BEVER,910.74,20065574.999,150.0,150.0,22362.354,20023794.328,19418.316,7701.293,10863.355,2433.784,1333.818,16498.185,20023794.328,22032.16615
10591,2019,IN,IN,RENTI,RUBBE,524.07,20051721.848,150.0,150.0,10553.729,20029876.315,11291.805,4241.191,5014.249,637.797,639.769,9312.491,20029876.315,38261.533475
5029,2019,IN,IN,FOOD5,RAWMI,588.76,19942721.736,150.0,150.0,12124.231,19891652.335,38945.17,2784.841,7386.489,1099.412,842.982,32910.919,19891652.335,33872.412759
5394,2019,IN,IN,FURNI,WOODW,587.13,19938885.039,150.0,150.0,14925.273,19909521.262,14438.504,4710.949,8381.33,1025.209,751.095,12327.355,19909521.262,33959.915247
10646,2019,IN,IN,RETA1,BEVER,778.93,19917838.504,150.0,150.0,17732.326,19882029.519,18076.66,6069.276,8597.693,1996.039,1018.459,14812.982,19882029.519,25570.768238
9302,2019,IN,IN,PREC1,OFFIC,561.11,19896440.488,150.0,150.0,13076.307,19871852.198,11511.983,5681.23,6370.036,319.043,674.205,9787.548,19871852.198,35459.073066
7610,2019,IN,IN,MOTOR,DISTR,686.13,19841850.515,150.0,150.0,13455.003,19812646.387,15749.125,5006.668,6418.118,1077.038,896.609,13249.885,19812646.387,28918.50016
10271,2019,IN,IN,REALE,PUBLI,535.51,19841531.625,150.0,150.0,12986.635,19814688.586,13856.405,3972.574,6601.237,1616.908,790.147,12135.824,19814688.586,37051.654731
12793,2019,IN,IN,WHEAT,HOTEL,510.61,19790038.216,150.0,150.0,10323.446,19766959.874,12754.896,2662.08,5659.633,1291.047,671.768,10986.474,19766959.874,38757.639326
3167,2019,IN,IN,DISTR,RETA1,582.93,19730699.865,150.0,150.0,12290.845,19704879.791,13529.23,4129.348,6880.722,500.485,769.682,11422.455,19704879.791,33847.460012
4505,2019,IN,IN,FINAN,93197,661.9,19713585.681,150.0,150.0,16029.756,19683488.929,14066.996,6715.181,6932.129,1434.073,941.792,11818.854,19683488.929,29783.329326
